,ProductUrl,ProductName,Brand,Price,Ratings,NumberofRatings
54,https://www.manomano.fr/perceuse-1146/p/einhell-perceuse-visseuse-sans-fil-te-cd-18-2-li-kit-6081371,"Einhell Perceuse Visseuse sans fil sur batterie TE-CD 18/2 Li Kit Power X-Change (18 V, Couple : 44 Nm, Temps de charge : 30 min) Livré avec 2 Batteries 1,5Ah et Chargeur",EINHELL,€99.95,4.39/5,23
55,https://www.manomano.fr/perceuse-1146/p/bosch-professional-perceuse-a-percussion-gsb-16-re-750-watt-avec-un-jeu-daccessoires-de-100-pieces-27525521,"Perceuse à percussion GSB 16 RE, 750 watts, avec ensemble d'accessoires de 100 pièces Bosch Professional",BOSCH,€108.99,4.36/5,14
56,https://www.manomano.fr/perceuse-1146/p/perceuse-a-percussion-stanley-fatmax-sfmcd721d2k-2-x-20-ah-chargeur-coffret-33615128,"Perceuse à percussion sans fil 18V 80 Nm 35700cps/min Gamme FATMAX V20 SFMCD721D2K-QW - Livré avec 1 Mallette, 2 batteries 2 Ah et 1 chargeur 2 Ah",STANLEY,€203.33,5/5,5
57,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-18v-li-ion-3x30ah-13mm-makita-ddf453sfe3-1322315,Visseuse-perceuse MAKITA - 18 V + 3 Batteries + chargeur,MAKITA,€307.50,4.55/5,97
58,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-a-percussion-compact-brushless-18-v-xr-dewalt-dcd795d2-qw-41162364,"Perceuse-Visseuse à Percussion Compact - Brushless - 18 V - XR - DEWALT, DCD795D2-QW",DEWALT,€259.52,4.53/5,15
59,https://www.manomano.fr/perceuse-1146/p/kit-2-outils-bosch-pro-perceuse-visseuse-gsr-18v-28-boulonneuse-gdx-18v-180-2-batteries-4ah-chargeur-l-boxx-40225141,"KIT 2 OUTILS BOSCH PRO : Perceuse-visseuse GSR 18V-28 + Boulonneuse GDX 18V-180, 2 batteries 4Ah, chargeur, L-BOXX",BOSCH,€349.,3/5,2
60,https://www.manomano.fr/perceuse-1146/p/pack-cadeau-perceuse-visseuse-a-percussion-makita-18v-62nm-dhp482-2-batt-3-ah-30-embouts-de-vissage-18-forets-d-46202-sac-edition-limitee-27074737,Pack cadeau Perceuse visseuse à percussion Makita 18V 62Nm DHP482 + 2 batt 3 Ah + 30 embouts de vissage + 18 forets D-46202 + sac Edition Limitée,MAKITA,€256.20,4.74/5,35
61,https://www.manomano.fr/perceuse-1146/p/black-decker-perceuse-visseuse-sans-fil-bdcdc18-qw-avec-batterie-li-ion-chargeur-15-ah-18-v-3303857,"BDCDC18K-QW Perceuse-Visseuse sans fil 18V 1,5 Ah - 1 batterie - Chargeur inclus - Livrée en coffret - Compacte et légère",BLACK & DECKER,€69.84,4.33/5,3
62,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-makita-18v-li-ion-a13-mm-sans-batterie-ni-chargeur-ddf484z-24688314,Makita Perceuse visseuse 18V Li Ion �13mm (Machine seule) DDF484Z,MAKITA,€103.67,4.58/5,26
63,https://www.manomano.fr/perceuse-1146/p/perceuse-a-percussion-sans-fil-te-cd-18-50-li-i-bl-2x20ah-19355133?model_id=19353134,Einhell 4513942 - Perceuse à percussion sans fil TE-CD 18/50 Li-i BL Solo,EINHELL,€92.95,4.41/5,17
64,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-sans-fil-cxs-26-plus-festool-576092-23550892,Perceuse-visseuse sans fil CXS 2.6-Plus FESTOOL - 576092,FESTOOL,€228.21,4.69/5,13
65,https://www.manomano.fr/perceuse-1146/p/black-decker-bdch188n-perceuse-a-batterie-sans-fil-a-percussion-18v-1695620,Perceuse à percussion 18V (sans batterie) Black+Decker BDCH188N-XJ,BLACK & DECKER,€64.40,4.67/5,3
66,https://www.manomano.fr/perceuse-1146/p/metabo-perceuse-visseuse-sans-fil-de-108-volts-powermaxx-bs-basic-mobile-1540283,"Metabo Perceuse sans fil 10,8 V PowerMaxx BS / 2x batteries 2.0Ah avec coffret outils",METABO,€113.43,4.33/5,30
67,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-filaire-1100w-livree-en-coffret-black-decker-kr1102k-qs-36015557,Perceuse Visseuse Filaire 1100W Livrée en Coffret BLACK+DECKER KR1102K-QS,BLACK & DECKER,€115.83,3.75/5,4
68,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-18v-li-ion-bl-machine-seule-makita-ddf485z-30985567?model_id=9431216,Makita Perceuse-visseuse sans fil 18 V DDF485Z / sans batterie ni chargeur,MAKITA,€87.78,4.14/5,22
69,https://www.manomano.fr/perceuse-1146/p/visseuse-sans-fil-perceuse-12v-batterie-chargeur-rapide-et-2-embouts-de-vissage-inclus-10708013?model_id=10708013,"Perceuse-visseuse sans fil | Perceuse – 12V – 1 batterie 1.3Ah, chargeur rapide et 2 mandrins inclus",VONROC,€41.95,4.33/5,88
70,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-ryobi-18v-oneplus-2-batteries-lithiumplus-20ah-et-50ah-chargeur-rapide-20ah-r18dd3-252s-5734779,Perceuse-visseuse RYOBI 18V OnePlus 2 batteries LithiumPlus 2.0Ah et 5.0Ah - chargeur rapide 2.0Ah R18DD3-252S,RYOBI,€179.49,4.6/5,20
71,https://www.manomano.fr/perceuse-1146/p/black-decker-bl186k-perceuse-visseuse-brushless-18v-coffret-4331197,Perceuse BRUSHLESS 18V 1.5Ah coffret BLACK+DECKER BL186K-QW,BLACK & DECKER,€119.63,4.6/5,5
72,https://www.manomano.fr/perceuse-1146/p/dewalt-dcd796-perceuse-visseuse-percussion-18v-sans-batterie-brushless-70nm-3562929,DEWALT DCD796 PERCEUSE VISSEUSE PERCUSSION 18v sans batterie brushless 70Nm,Unknown,€109.,4/5,11
73,https://www.manomano.fr/perceuse-1146/p/makita-ddf482rtj-set-perceuse-visseuse-li-ion-18v-2x-batterie-50ah-dans-makpac-62nm-40190954?model_id=3081087,Perceuse visseuse 18V Li-Ion (2x5.0 Ah) Ø13mm dans coffret Makpac - MAKITA DDF482RTJ,MAKITA,€296.58,4.3/5,73
74,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-sans-fil-teeno-2x1500mah-batteries-21v-perceuse-a-percussion-sans-fil-18-reglages-de-couple2-vitesses-visseuse-devisseuse-sans-fil-25-accessoires-47485859,"Perceuse Visseuse Sans Fil, TEENO 2x1500mAh Batteries 21V ,Perceuse à percussion Sans Fil, 18 Réglages de Couple,2 Vitesses Visseuse Devisseuse Sans Fil, 25 Accessoires",TEENO,€62.99,4.22/5,9
75,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-sans-fil-12-v-max-tension-nominale-de-108-v-15-ah-2-batteries-100-accessoires-bdcdd12bafc-qw-33880571,"Perceuse-Visseuse sans fil - 12 V max (= tension nominale de 10,8 V) - 1,5 Ah - 2 batteries - 100 accessoires (BDCDD12BAFC-QW)",BLACK & DECKER,€91.14,4/5,11
76,https://www.manomano.fr/perceuse-1146/p/makita-dlx2131jx-pack-doutils-li-ion-18v-perceuse-visseuse-a-percussion-dhp482-visseuse-a-choc-dtd152-11156018,Makita DLX2131JX - Pack d'outils Li-Ion 18V - Perceuse visseuse à percussion (DHP482) & visseuse à choc (DTD152),MAKITA,€349.99,4.25/5,36
77,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-sans-fil-makita-ddf485z-18-v-9431216,Perceuse visseuse 18V Li-Ion BL Ø13 mm (Machine seule) - MAKITA DDF485Z,MAKITA,€89.90,4.06/5,34
78,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-a-percussion-fuel-3gen-18v-50ah-135nm-m18-fpd2-502x-milwaukee-4933464264-48387062?model_id=6244250,Perceuse visseuse à percussion Fuel 3GEN 18V 5.0Ah 135Nm M18 FPD2-502X MILWAUKEE - 4933464264,Unknown,€203.99,4.61/5,122
79,https://www.manomano.fr/perceuse-1146/p/perceuse-18v-2-batteries-15ah-chargeur-1a-black-decker-bdcdc18k1b-qw-32303604,"Perceuse 18V 2 batteries 1,5Ah + chargeur 1A Black+Decker BDCDC18K1B-QW",BLACK & DECKER,€101.73,No Ratings,0
80,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-gsr-18v-150-c-bosch-06019j5002-39032102?model_id=39083308,perceuse viss gsr18v-150,BOSCH,€295.98,No Ratings,0
81,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-a-percussion-18-v-li-ion-diam-13-mm-machine-seule-makita-dhp481z-438164?model_id=27781056,Perceuse à percussion 18V Li-Ion BL (machine seule) - MAKITA DHP481Z,MAKITA,€179.60,4.67/5,58
82,https://www.manomano.fr/perceuse-1146/p/pack-12-v-2-produits-perceuse-visseuse-scie-sabre-m12-m12-bpp2c-402b-milwaukee-414534,Lot 12V - perceuse visseuse M12BDD-0 + scie sbare C12HZ-0 MILWAUKEE - 2 batteries 4.0Ah + chargeur C12 + Sac de transport - 4933441230,Unknown,€278.86,4.25/5,4
83,https://www.manomano.fr/perceuse-1146/p/chignole-a-manivelle-a-double-pignon-6430858,Chignole à manivelle à double pignon - 290 mm,SILVERLINE,€12.10,3.56/5,18
84,https://www.manomano.fr/perceuse-1146/p/multisableuse-vonroc-ponceuse-a-main-ponceuse-130w-avec-boite-a-poussiere-et-6-papiers-abrasifs-12362232,"Perceuse à percussion 500W - mandin de serrage rapide pour un changement des embouts et des forets, poignée latérale, butée de profondeur",VONROC,€28.86,4.27/5,26
85,https://www.manomano.fr/perceuse-1146/p/21v-48nm-kit-perceuse-visseuse-sans-fil-perceuse-sans-fil-2-batteries-47069905,21V 48Nm Kit perceuse-visseuse sans fil Perceuse sans fil + 2 batteries,OULIGAY,€53.70,3.5/5,2
86,https://www.manomano.fr/perceuse-1146/p/tournevis-perforateur-sans-fil-au-lithium-21v-greencut-13134663,"Visseuse et perceuse sans fil, batterie au lithium 21V 1.3Ah, vitesse 1500rpm, avec batterie, chargeur et étui inclus - Greencut TD210L-1",GREENCUT,€54.99,3.84/5,68
87,https://www.manomano.fr/perceuse-1146/p/perfo-burineur-sds-108-v-li-ion-4-ah-16-mm-makita-hr166dsmj-3563426,"Perforateur MAKITA HR166DSMJ (2 x 4,0 Ah DC10SB MAKPAC 2)",MAKITA,€282.,4/5,9
88,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-108v-dcd710-laser-en-croix-faisceau-rouge-108v-dce088nr-dewalt-dck215d2t-1750748,"Pack 18V perceuse à percussion DCD796 et visseuse à chocs DCF887 (2x5,0 Ah) - DEWALT DCK266P2T",DEWALT,€361.36,4.66/5,53
89,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-bl-18v-li-ion-2x-50ah-dans-coffret-makpac-makita-ddf484rtj-39302688,Makita - Perceuse visseuse à batterie 18 V Li-Ion 5 Ah Ø 13 mm - DDF484RTJ -,MAKITA,€352.04,4.32/5,22
90,https://www.manomano.fr/perceuse-1146/p/milwaukee-m18-blpd2-0-perceuse-visseuse-a-percussion-li-ion-18v-machine-seule-moteur-brushless-82nm-37052854,Milwaukee M18 BLPD2-0 - Perceuse visseuse à percussion Li-Ion 18V (machine seule - Moteur brushless - 82Nm,Unknown,€154.99,4/5,4
